"scenarioCode","localFileName","localRelativePath","targetKind","targetCode","assetType","assetKey","s3ObjectKey","contentType","importToYaml","status","notes"
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","보안 감시실.png","images/보안 감시실.png","LOCATION","LOC_SECURITY_ROOM","LOCATION_IMAGE","official/seowolchae/v1/locations/LOC_SECURITY_ROOM.png","official/seowolchae/v1/locations/LOC_SECURITY_ROOM.png","image/png","TRUE","READY","Location image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","와인 저장고.png","images/와인 저장고.png","LOCATION","LOC_WINE_CELLAR","LOCATION_IMAGE","official/seowolchae/v1/locations/LOC_WINE_CELLAR.png","official/seowolchae/v1/locations/LOC_WINE_CELLAR.png","image/png","TRUE","READY","Location image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","사건현장.png","images/사건현장.png","EVIDENCE","EVIDENCE_DIRECTOR_SUITE_SCENE_PHOTO","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_DIRECTOR_SUITE_SCENE_PHOTO.png","official/seowolchae/v1/evidence/EVIDENCE_DIRECTOR_SUITE_SCENE_PHOTO.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","조정안건.png","images/조정안건.png","EVIDENCE","EVIDENCE_PRIVATE_ADJUSTMENT_AGENDA","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_PRIVATE_ADJUSTMENT_AGENDA.png","official/seowolchae/v1/evidence/EVIDENCE_PRIVATE_ADJUSTMENT_AGENDA.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","만찬배치표.png","images/만찬배치표.png","EVIDENCE","EVIDENCE_DINING_SEATING_CHART","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_DINING_SEATING_CHART.png","official/seowolchae/v1/evidence/EVIDENCE_DINING_SEATING_CHART.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","2층 CCTV 시야.png","images/2층 CCTV 시야.png","EVIDENCE","EVIDENCE_SECOND_FLOOR_CCTV_BLIND_MAP","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_SECOND_FLOOR_CCTV_BLIND_MAP.png","official/seowolchae/v1/evidence/EVIDENCE_SECOND_FLOOR_CCTV_BLIND_MAP.png","image/png","TRUE","READY","Confirmed by scenario owner as the 2F CCTV blind-spot floor plan."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","물병.png","images/물병.png","EVIDENCE","EVIDENCE_BEDROOM_WATER_BOTTLE_AND_CUP","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_BEDROOM_WATER_BOTTLE_AND_CUP.png","official/seowolchae/v1/evidence/EVIDENCE_BEDROOM_WATER_BOTTLE_AND_CUP.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","이사장 개인 약통.png","images/이사장 개인 약통.png","EVIDENCE","EVIDENCE_PERSONAL_NIGHT_MEDICATION_CASE","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_PERSONAL_NIGHT_MEDICATION_CASE.png","official/seowolchae/v1/evidence/EVIDENCE_PERSONAL_NIGHT_MEDICATION_CASE.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","이사장 디캔터와 와인잔.png","images/이사장 디캔터와 와인잔.png","EVIDENCE","EVIDENCE_DIRECTOR_DECANTER_AND_WINE_GLASS","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_DIRECTOR_DECANTER_AND_WINE_GLASS.png","official/seowolchae/v1/evidence/EVIDENCE_DIRECTOR_DECANTER_AND_WINE_GLASS.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","복약알림 스누즈로그.png","images/복약알림 스누즈로그.png","EVIDENCE","EVIDENCE_NIGHT_MEDICATION_SNOOZE_LOG","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_NIGHT_MEDICATION_SNOOZE_LOG.png","official/seowolchae/v1/evidence/EVIDENCE_NIGHT_MEDICATION_SNOOZE_LOG.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","약품보관함 로그.png","images/약품보관함 로그.png","EVIDENCE","EVIDENCE_MEDICAL_CABINET_ACCESS_LOG","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_MEDICAL_CABINET_ACCESS_LOG.png","official/seowolchae/v1/evidence/EVIDENCE_MEDICAL_CABINET_ACCESS_LOG.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","와인셀러 출입로그.png","images/와인셀러 출입로그.png","EVIDENCE","EVIDENCE_WINE_CELLAR_ACCESS_LOG","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_WINE_CELLAR_ACCESS_LOG.png","official/seowolchae/v1/evidence/EVIDENCE_WINE_CELLAR_ACCESS_LOG.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","보안서버 재동기화 로그.png","images/보안서버 재동기화 로그.png","EVIDENCE","EVIDENCE_SECURITY_SERVER_RESYNC_LOG","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_SECURITY_SERVER_RESYNC_LOG.png","official/seowolchae/v1/evidence/EVIDENCE_SECURITY_SERVER_RESYNC_LOG.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","케어스테이션 접근로그.png","images/케어스테이션 접근로그.png","EVIDENCE","EVIDENCE_CARE_STATION_ACCESS_LOG","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_CARE_STATION_ACCESS_LOG.png","official/seowolchae/v1/evidence/EVIDENCE_CARE_STATION_ACCESS_LOG.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","이혼 재산분할 합의서.png","images/이혼 재산분할 합의서.png","EVIDENCE","EVIDENCE_DIVORCE_PROPERTY_DRAFT","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_DIVORCE_PROPERTY_DRAFT.png","official/seowolchae/v1/evidence/EVIDENCE_DIVORCE_PROPERTY_DRAFT.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","비밀장부 감사.png","images/비밀장부 감사.png","EVIDENCE","EVIDENCE_SECRET_LEDGER_AUDIT_NOTICE","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_SECRET_LEDGER_AUDIT_NOTICE.png","official/seowolchae/v1/evidence/EVIDENCE_SECRET_LEDGER_AUDIT_NOTICE.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","vip환자 사고.png","images/vip환자 사고.png","EVIDENCE","EVIDENCE_VIP_PATIENT_INCIDENT_FILE","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_VIP_PATIENT_INCIDENT_FILE.png","official/seowolchae/v1/evidence/EVIDENCE_VIP_PATIENT_INCIDENT_FILE.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","보안기록 관리책임.png","images/보안기록 관리책임.png","EVIDENCE","EVIDENCE_SECURITY_SCAPEGOAT_DRAFT","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_SECURITY_SCAPEGOAT_DRAFT.png","official/seowolchae/v1/evidence/EVIDENCE_SECURITY_SCAPEGOAT_DRAFT.png","image/png","TRUE","READY","Evidence image; filename is abbreviated."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","케어매니저 제보.png","images/케어매니저 제보.png","EVIDENCE","EVIDENCE_CARE_MANAGER_WHISTLEBLOWER_DRAFT","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_CARE_MANAGER_WHISTLEBLOWER_DRAFT.png","official/seowolchae/v1/evidence/EVIDENCE_CARE_MANAGER_WHISTLEBLOWER_DRAFT.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","바이탈데이타.png","images/바이탈데이타.png","EVIDENCE","EVIDENCE_WEARABLE_VITAL_RAW_LOG","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_WEARABLE_VITAL_RAW_LOG.png","official/seowolchae/v1/evidence/EVIDENCE_WEARABLE_VITAL_RAW_LOG.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","배우자방 찢어진 약포장지.png","images/배우자방 찢어진 약포장지.png","EVIDENCE","EVIDENCE_NIGHT_PILL_PACKAGE_TEAR","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_NIGHT_PILL_PACKAGE_TEAR.png","official/seowolchae/v1/evidence/EVIDENCE_NIGHT_PILL_PACKAGE_TEAR.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","침실물병체크.png","images/침실물병체크.png","EVIDENCE","EVIDENCE_WATER_SERVICE_CHECKLIST","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_WATER_SERVICE_CHECKLIST.png","official/seowolchae/v1/evidence/EVIDENCE_WATER_SERVICE_CHECKLIST.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","디캔터 실링 조각.png","images/디캔터 실링 조각.png","EVIDENCE","EVIDENCE_DECANTER_SEAL_FRAGMENT","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_DECANTER_SEAL_FRAGMENT.png","official/seowolchae/v1/evidence/EVIDENCE_DECANTER_SEAL_FRAGMENT.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","수정된 야간 처방 메모.png","images/수정된 야간 처방 메모.png","EVIDENCE","EVIDENCE_MODIFIED_NIGHT_PRESCRIPTION_MEMO","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_MODIFIED_NIGHT_PRESCRIPTION_MEMO.png","official/seowolchae/v1/evidence/EVIDENCE_MODIFIED_NIGHT_PRESCRIPTION_MEMO.png","image/png","TRUE","READY","Evidence image."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","VIP 케어 호출 패널 로그.png","images/VIP 케어 호출 패널 로그.png","EVIDENCE","EVIDENCE_CARE_CALL_PANEL_LOG","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_CARE_CALL_PANEL_LOG.png","official/seowolchae/v1/evidence/EVIDENCE_CARE_CALL_PANEL_LOG.png","image/png","TRUE","PENDING_FILE_DROP","Scenario owner will add this file with the mapped name."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","2층 복도 부분 CCTV 스틸컷.png","images/2층 복도 부분 CCTV 스틸컷.png","EVIDENCE","EVIDENCE_SECOND_FLOOR_CCTV_STILL","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_SECOND_FLOOR_CCTV_STILL.png","official/seowolchae/v1/evidence/EVIDENCE_SECOND_FLOOR_CCTV_STILL.png","image/png","TRUE","PENDING_FILE_DROP","Scenario owner will add this file with the mapped name."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","상호 목격 진술 카드.png","images/상호 목격 진술 카드.png","EVIDENCE","EVIDENCE_CROSS_WITNESS_STATEMENT_CARD","EVIDENCE_IMAGE","official/seowolchae/v1/evidence/EVIDENCE_CROSS_WITNESS_STATEMENT_CARD.png","official/seowolchae/v1/evidence/EVIDENCE_CROSS_WITNESS_STATEMENT_CARD.png","image/png","TRUE","PENDING_FILE_DROP","Scenario owner will add this file with the mapped name."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","증거해금.png","images/증거해금.png","UI_REFERENCE","UI_EVIDENCE_UNLOCK","UI_REFERENCE","","","image/png","FALSE","DO_NOT_IMPORT_UI_REFERENCE","Reference/UI mock image, not scenario content."
"SCENARIO_SEOWOLCHAE_LAST_PRESCRIPTION","최종추리.png","images/최종추리.png","UI_REFERENCE","UI_FINAL_DEDUCTION","UI_REFERENCE","","","image/png","FALSE","DO_NOT_IMPORT_UI_REFERENCE","Reference/UI mock image, not scenario content."
